Invoice no,Date of issue,Invoice Summary,Combined
61026262,8/3/2013,"Seller:
Butler PLC
572 Lee Gardens Suite 859
New Anthonyside, TX 66837
Tax Id: 942-81-9261
IBAN: GB34PSSJ26140269131425
Client:
Wood, Williams and Lozano
79521 Turner Locks Apt. 960
Robertview, TX 80736
Tax Id: 948-83-3330
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
B311 Nintendo 3DS console
Cosmo Black Japan x
1.
5,00
each
11,99
 59,95
 10%
 65,95
 
Sega Game Gear Micro console
4 color complete set 30th
Anniversary GG w/window
2.
3,00
each
249,98
 749,94
 10%
 824,93
 
Xbox 360 console with games
3.
3,00
each
41,00
 123,00
 10%
 135,30
 
Microsoft Xbox One X 1TB 4k
Ultra HD Console black
controller works great 1787
4.
3,00
each
249,00
 747,00
 10%
 821,70
 
Microsoft Xbox 360 S 4GB Black
Console
5.
4,00
each
119,99
 479,96
 10%
 527,96
 
Nintendo Wii Console With
Cables And Accessories And
New Super Mario Bros Disc!
6.
5,00
each
29,99
 149,95
 10%
 164,94
 
Microsoft Xbox 360 Console 49
Game Bundle 250GB Black
7.
3,00
each
25,00
 75,00
 10%
 82,50
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 2 384,80
 238,48
 2 623,28
 
 Total
 $ 2 384,80
 $ 238,48
 $ 2 623,28","61026262 08/03/2013 Seller:
Butler PLC
572 Lee Gardens Suite 859
New Anthonyside, TX 66837
Tax Id: 942-81-9261
IBAN: GB34PSSJ26140269131425
Client:
Wood, Williams and Lozano
79521 Turner Locks Apt. 960
Robertview, TX 80736
Tax Id: 948-83-3330
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
B311 Nintendo 3DS console
Cosmo Black Japan x
1.
5,00
each
11,99
 59,95
 10%
 65,95
 
Sega Game Gear Micro console
4 color complete set 30th
Anniversary GG w/window
2.
3,00
each
249,98
 749,94
 10%
 824,93
 
Xbox 360 console with games
3.
3,00
each
41,00
 123,00
 10%
 135,30
 
Microsoft Xbox One X 1TB 4k
Ultra HD Console black
controller works great 1787
4.
3,00
each
249,00
 747,00
 10%
 821,70
 
Microsoft Xbox 360 S 4GB Black
Console
5.
4,00
each
119,99
 479,96
 10%
 527,96
 
Nintendo Wii Console With
Cables And Accessories And
New Super Mario Bros Disc!
6.
5,00
each
29,99
 149,95
 10%
 164,94
 
Microsoft Xbox 360 Console 49
Game Bundle 250GB Black
7.
3,00
each
25,00
 75,00
 10%
 82,50
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 2 384,80
 238,48
 2 623,28
 
 Total
 $ 2 384,80
 $ 238,48
 $ 2 623,28"
45767415,5/28/2015,"Seller:
Gallagher PLC
32918 Ballard Curve
Sandramouth, ID 78920
Tax Id: 960-71-8651
IBAN: GB85GJMU32440067680287
Client:
Douglas, Padilla and Hinton
6418 Adams Road Apt. 838
Lunastad, NY 64122
Tax Id: 982-92-1951
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Vintage Bronze Textured Black
Iron Scroll Design 6 Bottle Wine
Holder*
1.
5,00
each
12,99
 64,95
 10%
 71,45
 
Vintage Cobalt Blue Spiral
Stemmed Wine Glasses - Pair
2.
1,00
each
30,00
 30,00
 10%
 33,00
 
HOME ESSENTIALS GRADIENT
STEMLESS WINE GLASSES SET
OF 4 20 FL OZ (591 ml) NEW
3.
1,00
each
12,99
 12,99
 10%
 14,29
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 107,94
 10,79
 118,73
 
 Total
 $ 107,94
 $ 10,79
 $ 118,73","45767415 05/28/2015 Seller:
Gallagher PLC
32918 Ballard Curve
Sandramouth, ID 78920
Tax Id: 960-71-8651
IBAN: GB85GJMU32440067680287
Client:
Douglas, Padilla and Hinton
6418 Adams Road Apt. 838
Lunastad, NY 64122
Tax Id: 982-92-1951
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Vintage Bronze Textured Black
Iron Scroll Design 6 Bottle Wine
Holder*
1.
5,00
each
12,99
 64,95
 10%
 71,45
 
Vintage Cobalt Blue Spiral
Stemmed Wine Glasses - Pair
2.
1,00
each
30,00
 30,00
 10%
 33,00
 
HOME ESSENTIALS GRADIENT
STEMLESS WINE GLASSES SET
OF 4 20 FL OZ (591 ml) NEW
3.
1,00
each
12,99
 12,99
 10%
 14,29
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 107,94
 10,79
 118,73
 
 Total
 $ 107,94
 $ 10,79
 $ 118,73"
77545252,4/7/2017,"Seller:
Flores-Lee
70947 Hill Avenue
Port Steventown, NC 98912
Tax Id: 933-86-6766
IBAN: GB71CENJ79347815059655
Client:
Walton and Sons
USS Taylor
FPO AA 53007
Tax Id: 986-70-1517
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Elisa Cavaletti Daniela
Dallavalle Shift Dress Grey And
White .Size M
1.
4,00
each
60,00
 240,00
 10%
 264,00
 
Jones Wear Dress Women White
Pink Floral Sleeveless Formal
Tea Dress Size 12
2.
3,00
each
20,00
 60,00
 10%
 66,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 300,00
 30,00
 330,00
 
 Total
 $ 300,00
 $ 30,00
 $ 330,00","77545252 04/07/2017 Seller:
Flores-Lee
70947 Hill Avenue
Port Steventown, NC 98912
Tax Id: 933-86-6766
IBAN: GB71CENJ79347815059655
Client:
Walton and Sons
USS Taylor
FPO AA 53007
Tax Id: 986-70-1517
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Elisa Cavaletti Daniela
Dallavalle Shift Dress Grey And
White .Size M
1.
4,00
each
60,00
 240,00
 10%
 264,00
 
Jones Wear Dress Women White
Pink Floral Sleeveless Formal
Tea Dress Size 12
2.
3,00
each
20,00
 60,00
 10%
 66,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 300,00
 30,00
 330,00
 
 Total
 $ 300,00
 $ 30,00
 $ 330,00"
69934544,4/17/2014,"Seller:
Spence-Castro
547 Reynolds Trafficway Suite 938
Joshuabury, RI 79742
Tax Id: 965-84-3671
IBAN: GB22MTVU06245364076494
Client:
Wolfe and Sons
45940 Larson Stravenue Suite 451
Port Michelle, WI 66283
Tax Id: 937-77-3183
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Hammered Brass Over Stainless
steel Stemless Wine Glasses/
Candle Holders
1.
4,00
each
 9,99
 39,96
 10%
 43,96
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 39,96
 4,00
 43,96
 
 Total
 $ 39,96
 $ 4,00
 $ 43,96","69934544 04/17/2014 Seller:
Spence-Castro
547 Reynolds Trafficway Suite 938
Joshuabury, RI 79742
Tax Id: 965-84-3671
IBAN: GB22MTVU06245364076494
Client:
Wolfe and Sons
45940 Larson Stravenue Suite 451
Port Michelle, WI 66283
Tax Id: 937-77-3183
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Hammered Brass Over Stainless
steel Stemless Wine Glasses/
Candle Holders
1.
4,00
each
 9,99
 39,96
 10%
 43,96
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 39,96
 4,00
 43,96
 
 Total
 $ 39,96
 $ 4,00
 $ 43,96"
25596256,10/14/2020,"Seller:
Choi Inc
4261 Keller Trafficway
South Dustin, UT 84981
Tax Id: 946-71-9972
IBAN: GB95UXLL05973666430772
Client:
Boyd, Davis and Mason
277 Katrina Falls Suite 150
Carterton, RI 56751
Tax Id: 989-92-4630
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Diadora Youth Boys Avanti MD
JR Soccer Cleats Size 2.5 Yellow
Black NEW
1.
2,00
each
19,99
 39,98
 10%
 43,98
 
Fila Boys Skele-Toes Bay RNR 3
Black Running Shoes 11
Medium (D) Little Kid 9953
2.
3,00
each
10,25
 30,75
 10%
 33,83
 
6 Pairs Of Jordan’s Size 7y
3.
2,00
each
130,00
 260,00
 10%
 286,00
 
Durango Lil' Little Kid Saddle
Western Casual Western Tan
Boys - Size 2 M
4.
1,00
each
68,00
 68,00
 10%
 74,80
 
Sperry Top Sider Billfish Boys
US Size 3W Youth Childrens
Shoes
5.
2,00
each
 0,99
 1,98
 10%
 2,18
 
Boys Slip-On Black Dress Shoes
Loafers 3.5 W Wide Width
6.
1,00
each
19,99
 19,99
 10%
 21,99
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 420,70
 42,07
 462,77
 
 Total
 $ 420,70
 $ 42,07
 $ 462,77","25596256 10/14/2020 Seller:
Choi Inc
4261 Keller Trafficway
South Dustin, UT 84981
Tax Id: 946-71-9972
IBAN: GB95UXLL05973666430772
Client:
Boyd, Davis and Mason
277 Katrina Falls Suite 150
Carterton, RI 56751
Tax Id: 989-92-4630
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Diadora Youth Boys Avanti MD
JR Soccer Cleats Size 2.5 Yellow
Black NEW
1.
2,00
each
19,99
 39,98
 10%
 43,98
 
Fila Boys Skele-Toes Bay RNR 3
Black Running Shoes 11
Medium (D) Little Kid 9953
2.
3,00
each
10,25
 30,75
 10%
 33,83
 
6 Pairs Of Jordan’s Size 7y
3.
2,00
each
130,00
 260,00
 10%
 286,00
 
Durango Lil' Little Kid Saddle
Western Casual Western Tan
Boys - Size 2 M
4.
1,00
each
68,00
 68,00
 10%
 74,80
 
Sperry Top Sider Billfish Boys
US Size 3W Youth Childrens
Shoes
5.
2,00
each
 0,99
 1,98
 10%
 2,18
 
Boys Slip-On Black Dress Shoes
Loafers 3.5 W Wide Width
6.
1,00
each
19,99
 19,99
 10%
 21,99
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 420,70
 42,07
 462,77
 
 Total
 $ 420,70
 $ 42,07
 $ 462,77"
34916768,11/3/2013,"Seller:
Carlson-Caldwell
752 Sarah Camp Suite 905
New Christopher, MS 62912
Tax Id: 985-92-8689
IBAN: GB86NSGM23877414691090
Client:
Bryan-Armstrong
3446 Todd Heights Suite 335
West Paulstad, NM 13418
Tax Id: 963-90-3201
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
B310 Nintendo 3DS console
Cosmo Black Japan x
1.
1,00
each
11,99
 11,99
 10%
 13,19
 
Nintendo Wii U Console
Deluxe/Handheld Bundle
2.
1,00
each
79,99
 79,99
 10%
 87,99
 
New Nintendo 2DS XL Console
Black/Turquoise w/ Mario Kart 7
Preinstalled -JA1141
3.
2,00
each
129,99
 259,98
 10%
 285,98
 
Nintendo Wii - Original 8GB
Black Home Console
4.
3,00
each
45,00
 135,00
 10%
 148,50
 
Microsoft Xbox One S 1TB
Console System Model 1681 w/
One Controller & Cables
5.
3,00
each
219,99
 659,97
 10%
 725,97
 
Atari Flashback 4 Classic Game
Console 75 built in games
Space Invaders Asteroid
6.
5,00
each
 8,50
 42,50
 10%
 46,75
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 1 189,43
 118,94
 1 308,37
 
 Total
 $ 1 189,43
 $ 118,94
 $ 1 308,37","34916768 11/03/2013 Seller:
Carlson-Caldwell
752 Sarah Camp Suite 905
New Christopher, MS 62912
Tax Id: 985-92-8689
IBAN: GB86NSGM23877414691090
Client:
Bryan-Armstrong
3446 Todd Heights Suite 335
West Paulstad, NM 13418
Tax Id: 963-90-3201
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
B310 Nintendo 3DS console
Cosmo Black Japan x
1.
1,00
each
11,99
 11,99
 10%
 13,19
 
Nintendo Wii U Console
Deluxe/Handheld Bundle
2.
1,00
each
79,99
 79,99
 10%
 87,99
 
New Nintendo 2DS XL Console
Black/Turquoise w/ Mario Kart 7
Preinstalled -JA1141
3.
2,00
each
129,99
 259,98
 10%
 285,98
 
Nintendo Wii - Original 8GB
Black Home Console
4.
3,00
each
45,00
 135,00
 10%
 148,50
 
Microsoft Xbox One S 1TB
Console System Model 1681 w/
One Controller & Cables
5.
3,00
each
219,99
 659,97
 10%
 725,97
 
Atari Flashback 4 Classic Game
Console 75 built in games
Space Invaders Asteroid
6.
5,00
each
 8,50
 42,50
 10%
 46,75
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 1 189,43
 118,94
 1 308,37
 
 Total
 $ 1 189,43
 $ 118,94
 $ 1 308,37"
87388122,10/7/2018,"Seller:
Ayers PLC
47164 Hammond Path Apt. 582
West John, GA 03631
Tax Id: 947-91-5359
IBAN: GB59QMDG83315739161960
Client:
Tapia Inc
1494 Cooley Lights Apt. 025
Timothytown, MS 10460
Tax Id: 987-99-8918
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Signed ~THE HOT ZONE A
Terrifying True Story Richard
Preston HCDJ First Edition!
1.
3,00
each
150,00
 450,00
 10%
 495,00
 
How to Get an Asian Girlfriend
by Derek Strong (English)
Paperback Book Free Shi
2.
4,00
each
15,44
 61,76
 10%
 67,94
 
Warman's Star Wars Field Guide
by Wells, Stuart W., III
3.
4,00
each
 5,77
 23,08
 10%
 25,39
 
The Nature Notes of an
Edwardian Lady (Country Dia...
by Holden, Edith Paperback
4.
4,00
each
26,67
 106,68
 10%
 117,35
 
An Hour With Jesus
5.
1,00
each
 4,49
 4,49
 10%
 4,94
 
The Wire in the Blood (Tony Hill
and Carol Jordan, Book 2) by
McDermid New+-
6.
4,00
each
15,12
 60,48
 10%
 66,53
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 706,49
 70,65
 777,14
 
 Total
 $ 706,49
 $ 70,65
 $ 777,14","87388122 10/07/2018 Seller:
Ayers PLC
47164 Hammond Path Apt. 582
West John, GA 03631
Tax Id: 947-91-5359
IBAN: GB59QMDG83315739161960
Client:
Tapia Inc
1494 Cooley Lights Apt. 025
Timothytown, MS 10460
Tax Id: 987-99-8918
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Signed ~THE HOT ZONE A
Terrifying True Story Richard
Preston HCDJ First Edition!
1.
3,00
each
150,00
 450,00
 10%
 495,00
 
How to Get an Asian Girlfriend
by Derek Strong (English)
Paperback Book Free Shi
2.
4,00
each
15,44
 61,76
 10%
 67,94
 
Warman's Star Wars Field Guide
by Wells, Stuart W., III
3.
4,00
each
 5,77
 23,08
 10%
 25,39
 
The Nature Notes of an
Edwardian Lady (Country Dia...
by Holden, Edith Paperback
4.
4,00
each
26,67
 106,68
 10%
 117,35
 
An Hour With Jesus
5.
1,00
each
 4,49
 4,49
 10%
 4,94
 
The Wire in the Blood (Tony Hill
and Carol Jordan, Book 2) by
McDermid New+-
6.
4,00
each
15,12
 60,48
 10%
 66,53
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 706,49
 70,65
 777,14
 
 Total
 $ 706,49
 $ 70,65
 $ 777,14"
48385116,12/5/2012,"Seller:
Oneill Inc
83008 Fox Spring Suite 180
North Jennifertown, TX 17719
Tax Id: 982-76-7022
IBAN: GB73XIOR22875156650471
Client:
Alexander, Gardner and Clark
5307 Stark Mission Apt. 008
Tuckerbury, MD 54238
Tax Id: 915-83-9153
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Gold PlayStation 4 Slim Limited
Edition 1TB Console with
Original Box + Bundle
1.
4,00
each
420,00
 1 680,00
10%
 1 848,00
B360 Nintendo 2DS console
Blue Japan
2.
2,00
each
29,99
 59,98
 10%
 65,98
 
B408 Nintendo Gameboy Color
console Ice Blue Toysrus
Limited Japan GBC REAR x
3.
3,00
each
74,99
 224,97
 10%
 247,47
 
SONY Playstation2 Console
SCPH-39000 "" Aqua Color "" /
TESTED 11179
4.
3,00
each
60,00
 180,00
 10%
 198,00
 
Nintendo Wii New Super Mario
Bros Console System Bundle
Gamecube Compatible
5.
4,00
each
89,99
 359,96
 10%
 395,96
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 2 504,91
 250,49
 2 755,40
 
 Total
 $ 2 504,91
 $ 250,49
 $ 2 755,40","48385116 12/05/2012 Seller:
Oneill Inc
83008 Fox Spring Suite 180
North Jennifertown, TX 17719
Tax Id: 982-76-7022
IBAN: GB73XIOR22875156650471
Client:
Alexander, Gardner and Clark
5307 Stark Mission Apt. 008
Tuckerbury, MD 54238
Tax Id: 915-83-9153
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Gold PlayStation 4 Slim Limited
Edition 1TB Console with
Original Box + Bundle
1.
4,00
each
420,00
 1 680,00
10%
 1 848,00
B360 Nintendo 2DS console
Blue Japan
2.
2,00
each
29,99
 59,98
 10%
 65,98
 
B408 Nintendo Gameboy Color
console Ice Blue Toysrus
Limited Japan GBC REAR x
3.
3,00
each
74,99
 224,97
 10%
 247,47
 
SONY Playstation2 Console
SCPH-39000 "" Aqua Color "" /
TESTED 11179
4.
3,00
each
60,00
 180,00
 10%
 198,00
 
Nintendo Wii New Super Mario
Bros Console System Bundle
Gamecube Compatible
5.
4,00
each
89,99
 359,96
 10%
 395,96
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 2 504,91
 250,49
 2 755,40
 
 Total
 $ 2 504,91
 $ 250,49
 $ 2 755,40"
57338979,5/10/2021,"Seller:
Estrada and Sons
70379 Brooks Heights Apt. 110
Lake Megan, WI 84417
Tax Id: 926-74-0874
IBAN: GB90ALYU92362601688809
Client:
Santana-Sherman
4195 Sutton Plaza Suite 750
Christopherfort, MS 70499
Tax Id: 939-81-4695
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
3'x2' Black Marvels Top Dining
Table Italian Handmade Floral
Art Christmas Gift
1.
5,00
each
2 585,00
12 925,00
10%
 14 217,50
12'' Marble Coffee Table Top
Multi Stone Peacock & Floral
Inlay Home Decors W364
2.
3,00
each
264,27
 792,81
 10%
 872,09
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 13 717,81
 1 371,78
 15 089,59
 
 Total
 $ 13 717,81
 $ 1 371,78
 $ 15 089,59","57338979 05/10/2021 Seller:
Estrada and Sons
70379 Brooks Heights Apt. 110
Lake Megan, WI 84417
Tax Id: 926-74-0874
IBAN: GB90ALYU92362601688809
Client:
Santana-Sherman
4195 Sutton Plaza Suite 750
Christopherfort, MS 70499
Tax Id: 939-81-4695
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
3'x2' Black Marvels Top Dining
Table Italian Handmade Floral
Art Christmas Gift
1.
5,00
each
2 585,00
12 925,00
10%
 14 217,50
12'' Marble Coffee Table Top
Multi Stone Peacock & Floral
Inlay Home Decors W364
2.
3,00
each
264,27
 792,81
 10%
 872,09
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 13 717,81
 1 371,78
 15 089,59
 
 Total
 $ 13 717,81
 $ 1 371,78
 $ 15 089,59"
46916101,4/28/2013,"Seller:
Ballard, Wang and Keller
564 James Rest Apt. 427
Kimberlybury, NV 50669
Tax Id: 961-88-9527
IBAN: GB50FHRJ76828594410969
Client:
Heath, Gonzalez and Henderson
691 Reynolds Gateway
North Jaimeburgh, SD 26459
Tax Id: 927-79-0644
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Nintendo Switch 32GB Neon
Red/Neon Blue Console Slightly
Used
1.
1,00
each
270,00
 270,00
 10%
 297,00
 
Nintendo 64 console complete
in box with extra controller
2.
2,00
each
249,99
 499,98
 10%
 549,98
 
Nintendo 2DS Super Mario
Maker Edition Console Complete
EXCELLENT CONDITION
3.
3,00
each
129,99
 389,97
 10%
 428,97
 
Sony PlayStation 4 500GB
Console - 8 Games BUNDLE
(1)Controller GTAV, METAL
GEAR
4.
5,00
each
239,99
 1 199,95
10%
 1 319,95
Nintendo WII Black Console
Bundle 2 Remotes+ sensor+ 1
Numchuk Tested & Works
5.
2,00
each
52,95
 105,90
 10%
 116,49
 
Super SNES SFC Mini Family TV
Video Game Console Retro AV
Out Built-in 620 Games
6.
1,00
each
24,69
 24,69
 10%
 27,16
 
Nintendo 2DS Console Blue
Japan model Combine Shipping
available 2
7.
1,00
each
54,99
 54,99
 10%
 60,49
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 2 545,48
 254,55
 2 800,03
 
 Total
 $ 2 545,48
 $ 254,55
 $ 2 800,03","46916101 04/28/2013 Seller:
Ballard, Wang and Keller
564 James Rest Apt. 427
Kimberlybury, NV 50669
Tax Id: 961-88-9527
IBAN: GB50FHRJ76828594410969
Client:
Heath, Gonzalez and Henderson
691 Reynolds Gateway
North Jaimeburgh, SD 26459
Tax Id: 927-79-0644
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Nintendo Switch 32GB Neon
Red/Neon Blue Console Slightly
Used
1.
1,00
each
270,00
 270,00
 10%
 297,00
 
Nintendo 64 console complete
in box with extra controller
2.
2,00
each
249,99
 499,98
 10%
 549,98
 
Nintendo 2DS Super Mario
Maker Edition Console Complete
EXCELLENT CONDITION
3.
3,00
each
129,99
 389,97
 10%
 428,97
 
Sony PlayStation 4 500GB
Console - 8 Games BUNDLE
(1)Controller GTAV, METAL
GEAR
4.
5,00
each
239,99
 1 199,95
10%
 1 319,95
Nintendo WII Black Console
Bundle 2 Remotes+ sensor+ 1
Numchuk Tested & Works
5.
2,00
each
52,95
 105,90
 10%
 116,49
 
Super SNES SFC Mini Family TV
Video Game Console Retro AV
Out Built-in 620 Games
6.
1,00
each
24,69
 24,69
 10%
 27,16
 
Nintendo 2DS Console Blue
Japan model Combine Shipping
available 2
7.
1,00
each
54,99
 54,99
 10%
 60,49
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 2 545,48
 254,55
 2 800,03
 
 Total
 $ 2 545,48
 $ 254,55
 $ 2 800,03"
57905164,6/6/2012,"Seller:
Serrano, Cross and Caldwell
943 Rebecca Creek Apt. 623
New Cesar, MA 12690
Tax Id: 936-82-7340
IBAN: GB02QBHZ70184097596719
Client:
Edwards-Leonard
67619 Shannon Spurs
Port Sarahstad, OH 13646
Tax Id: 940-74-5920
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Halloween Skeleton Hand
Stemless Single Wine Glass
Black with Silver Zinc Alloy
1.
1,00
each
24,99
 24,99
 10%
 27,49
 
Crystal Grape Wine Bottle
Embellishment Jewelry Necklace
For The Bottle
2.
4,00
each
25,00
 100,00
 10%
 110,00
 
Fabulous at 50 wine glass, Out
of the Box, 33
3.
4,00
each
20,00
 80,00
 10%
 88,00
 
Vintage Set of 4 Clear Iridescent
Rainbow Glass Glasses
Champagne Wine
4.
4,00
each
15,95
 63,80
 10%
 70,18
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 268,79
 26,88
 295,67
 
 Total
 $ 268,79
 $ 26,88
 $ 295,67","57905164 06/06/2012 Seller:
Serrano, Cross and Caldwell
943 Rebecca Creek Apt. 623
New Cesar, MA 12690
Tax Id: 936-82-7340
IBAN: GB02QBHZ70184097596719
Client:
Edwards-Leonard
67619 Shannon Spurs
Port Sarahstad, OH 13646
Tax Id: 940-74-5920
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Halloween Skeleton Hand
Stemless Single Wine Glass
Black with Silver Zinc Alloy
1.
1,00
each
24,99
 24,99
 10%
 27,49
 
Crystal Grape Wine Bottle
Embellishment Jewelry Necklace
For The Bottle
2.
4,00
each
25,00
 100,00
 10%
 110,00
 
Fabulous at 50 wine glass, Out
of the Box, 33
3.
4,00
each
20,00
 80,00
 10%
 88,00
 
Vintage Set of 4 Clear Iridescent
Rainbow Glass Glasses
Champagne Wine
4.
4,00
each
15,95
 63,80
 10%
 70,18
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 268,79
 26,88
 295,67
 
 Total
 $ 268,79
 $ 26,88
 $ 295,67"
65809258,10/3/2014,"Seller:
West PLC
613 Brooks Shoal
Sullivanmouth, KS 90018
Tax Id: 907-96-3284
IBAN: GB43UBZY01685476660728
Client:
Lyons and Sons
PSC 7859, Box 2152
APO AA 25364
Tax Id: 921-84-9861
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Black+White Rectangle Shape
Area Rug Carpet Floor Pad
Doormat Mats Non-slip Z4F9
1.
1,00
each
21,10
 21,10
 10%
 23,21
 
Imitation Wool Carpet Rugs
Koala Panda Plush Living Room
Blankets Non Slip Decor
2.
2,00
each
26,11
 52,22
 10%
 57,44
 
YILONG 4'x6' Yellow Handmade
Carpet Dining Room Hand
Knotted Silk Rugs 083B
3.
3,00
each
3 600,00
10 800,00
10%
 11 880,00
Silky Fake Fur Fluffy Carpets
Non-slip Shaggy Area Rug Floor
Mat Light Pink
4.
2,00
each
14,12
 28,24
 10%
 31,06
 
YILONG 5.6'x8.3' All Over
Pattern HandKnotted Silk Rugs
Oriental Carpets 1807
5.
4,00
each
9 000,00
36 000,00
10%
 39 600,00
New Candy Color Soft Anti-Skid
Carpet Soft Non slip Rug Living
Bedroom Floor Mat
6.
3,00
each
11,99
 35,97
 10%
 39,57
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 46 937,53
 4 693,75
 51 631,28
 
 Total
 $ 46 937,53
 $ 4 693,75
 $ 51 631,28","65809258 10/03/2014 Seller:
West PLC
613 Brooks Shoal
Sullivanmouth, KS 90018
Tax Id: 907-96-3284
IBAN: GB43UBZY01685476660728
Client:
Lyons and Sons
PSC 7859, Box 2152
APO AA 25364
Tax Id: 921-84-9861
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Black+White Rectangle Shape
Area Rug Carpet Floor Pad
Doormat Mats Non-slip Z4F9
1.
1,00
each
21,10
 21,10
 10%
 23,21
 
Imitation Wool Carpet Rugs
Koala Panda Plush Living Room
Blankets Non Slip Decor
2.
2,00
each
26,11
 52,22
 10%
 57,44
 
YILONG 4'x6' Yellow Handmade
Carpet Dining Room Hand
Knotted Silk Rugs 083B
3.
3,00
each
3 600,00
10 800,00
10%
 11 880,00
Silky Fake Fur Fluffy Carpets
Non-slip Shaggy Area Rug Floor
Mat Light Pink
4.
2,00
each
14,12
 28,24
 10%
 31,06
 
YILONG 5.6'x8.3' All Over
Pattern HandKnotted Silk Rugs
Oriental Carpets 1807
5.
4,00
each
9 000,00
36 000,00
10%
 39 600,00
New Candy Color Soft Anti-Skid
Carpet Soft Non slip Rug Living
Bedroom Floor Mat
6.
3,00
each
11,99
 35,97
 10%
 39,57
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 46 937,53
 4 693,75
 51 631,28
 
 Total
 $ 46 937,53
 $ 4 693,75
 $ 51 631,28"
